simpleview_listing_accountid,simpleview_listing_ACCTID,simpleview_listing_LONGITUDE,simpleview_listing_CITY,simpleview_listing_LISTINGKEYWORDS,simpleview_listing_ALTPHONE,simpleview_listing_TOLLFREE,simpleview_listing_SOCIALMEDIA,simpleview_listing_FAX,simpleview_listing_EMAIL,simpleview_listing_ADDR3,simpleview_listing_ZIP,simpleview_listing_ADDR1,simpleview_listing_PHONE,simpleview_listing_ADDR2,simpleview_listing_LATITUDE,simpleview_listing_WEBURL,simpleview_listing_LOGOFILE,simpleview_listing_STATE,simpleview_listing_LISTINGID,Listing Category one,Listing Region,Listing Amenity,ID,Title,Content,Excerpt,Date,Post Type,Permalink,Image ID,Listing Category Two
887,547,-91.4011850000,Natchez,,,,,,,,39121,512 Franklin Street,(907) 540-0001,,31.559929,http://www.downtownkarlabrown.com/,,MS,887,WEDDINGS>Transportation,Downtown,Smoking/Non-Smoking Sections,1408,Downtown Karla Brown,"Whatever your transportation needs on your special day, please give Karla Brown a call. Informative and interesting even on the shortest trips!",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/downtown-karla-brown-2/,1409,
888,399,-91.2537649000,Natchez,,,,,,info@brandonhallplantation.com,,39120,73 Natchez Trace Parkway,(601) 304-1040,Mile Marker 8.7,31.6113341,http://www.brandonhallplantation.com,,MS,888,MEETINGS>Venues,,Breakfast Included|Children Under 14|Coffee Maker|Credit Cards Accepted|Hair Dryer|Historic Property|Internet Access|Iron &amp; Board|Meeting Space Available|Private Bath|Wireless Internet in Room,1410,Brandon Hall,"Brandon Hall Plantation is a secluded historical estate set on over 45 acres of rolling hills. The two level lush garden and white gazebo provide for a romantic setting for the perfect event. The interior of the mansion is picture perfect with antiques, artifacts, and decor dating back over 150 years. The grand foyer and unique architecture provides an unparalleled setting for a fairy tale experience. Call us to make your dreams come true!",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/brandon-hall/,1411,
893,601,-95.7128910000,Natchez,,,,,,,,39120,100 Main Street,(601) 442-6246,,37.09024,https://100mainnatchez.com/,,MS,893,NIGHTLIFE>Entertainment,,Smoking/Non-Smoking Sections,1412,100 Main,"Located on the corner of Main and Broadway, 100 Main is a staple for Natchez restaurants. With comfort food, outdoor dining, and classic cocktails you can fill up with great views and tasty food!",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/100-main/,,EAT>Local Flavor
894,594,-91.4117705000,Natchez,"Enjoy a laid-back environment with burgers, wings, amazing BBQ and homemade cheese sticks.",,,,,,,39120,3 Government Fleet Road,(769) 355-2442,,31.5512219,https://www.facebook.com/moosbarn17/,,MS,894,EAT>Local Flavor,Downtown,Smoking/Non-Smoking Sections,1413,Moo's Barn and Grill,,,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/moos-barn-and-grill/,,
895,70,-91.4051501000,Natchez,,,,,,walter@natchez.com,,39120,211 Main Street,(601) 442-5880,,31.561527,http://www.natchezconventioncenter.org/,,MS,895,MEETINGS>Venues,,,1414,Natchez Convention Center,,,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/natchez-convention-center-2/,1415,
896,359,-91.4006252000,Natchez,"Serving up weekday lunch and Sunday brunch, Southern Bistro offers mimosas, shrimp and grits and all the other Southern deliciousness you didn't know you needed.",,,,(601) 445-9701,info@natchezmanor.com,,39120,600 Franklin Street,(601) 442-4441,,31.5597501,http://www.natchezmanor.com,,MS,896,EAT>Local Flavor,,Breakfast Included|Credit Cards Accepted|Dancing|Downtown Walking Distance|Hair Dryer|Internet Access|Iron &amp; Board|Jacuzzi Suites|Meeting Space Available|Microwave|Outdoor Dining Available|Private Bath|Restaurant|Wireless Internet in Room,1416,Natchez Manor,,,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/natchez-manor-2/,1417,
897,577,-91.4011340000,Natchez,,,,,,,,39120,505 Franklin Street,(601) 446-3011,,31.560485,https://www.facebook.com/Nest-726006397536005/info/?tab=overview,,MS,897,WEDDINGS>Florists,Downtown,Smoking/Non-Smoking Sections,1418,Nest,,,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/nest-2/,1419,
898,63,,Natchez,,,,,,,,39120,227 Devereaux Drive,(601) 442-3334,,,,,MS,898,EAT>Local Flavor,,,1420,"Southern Style Restaurant, Catering & Bar",,,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/southern-style-restaurant-catering-bar-2/,1421,
899,587,-91.3854790000,Natchez,,,,,,colleenwilkins48@yahoo.com,,39120,102 Rembert Street,(601) 807-1148,,31.559303,https://www.facebook.com/bedbreakfastsunnysidenatchez/,,MS,899,MEETINGS>Venues,Near Downtown,Smoking/Non-Smoking Sections,1422,Sunnyside,,,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/sunnyside-2/,1423,
900,587,-91.3854790000,Natchez,,,,,,colleenwilkins48@yahoo.com,,39120,102 Rembert Street,(601) 807-1148,,31.559303,https://www.facebook.com/bedbreakfastsunnysidenatchez/,,MS,900,HISTORIC SITES &amp; HOMES>Homes,Near Downtown,Smoking/Non-Smoking Sections,1424,Sunnyside,,,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/sunnyside-3/,1425,
901,89,-91.4023059000,Natchez,,(601) 445-6000,,,,natchezguesthouse@yahoo.com,,39120,201 N. Pearl Street,(601) 442-8848,,31.5610385,http://www.guesthousenatchez.com,,MS,901,EAT>Local Flavor,Downtown,Breakfast Included|Business Center|Children Under 14|Coffee Maker|Credit Cards Accepted|Downtown Walking Distance|Free Parking Lot Available|Hair Dryer|Historic Property|Internet Access|Iron &amp; Board|Long Term Stay Available|Meeting Space Available|Off Street Parking|Private Bath|Wireless Internet in Room,1426,The Guest House,,,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/the-guest-house-2/,,
902,602,-73.1888511000,Natchez,,,,,,,,39120,815 Main Street,(832) 317-7171,,41.1755864,,,MS,902,STAY>Bed &amp; Breakfasts,,Smoking/Non-Smoking Sections,1427,Beaumont House,,,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/beaumont-house/,,
903,604,-95.7128910000,Natchez,,,,,,,,39120,6016601178,32 Cemetery Road,,37.09024,,,MS,903,STAY>Bed &amp; Breakfasts,,Smoking/Non-Smoking Sections,1428,The King's Daughters B&B,,,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/the-kings-daughters-bb/,,
904,605,-101.4065219000,Natchez,,,,,,,,39120,515 Main Street,(504) 343-2139,,36.2630975,,,MS,904,STAY>Bed &amp; Breakfasts,,Smoking/Non-Smoking Sections,1429,Locust Alley Guesthouse,,,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/locust-alley-guesthouse/,,
905,606,-122.2809181000,Natchez,,,,,,,,39120,206 South Martin Luther King Jr. Street,(504) 232-8229,,47.5370333,,,MS,905,STAY>Bed &amp; Breakfasts,,Smoking/Non-Smoking Sections,1430,The Pillars,,,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/the-pillars/,,
906,607,-95.7128910000,Natchez,,,,,,,,39120,116 South Canal Street,(601) 445-8217,,37.09024,,,MS,906,STAY>Bed &amp; Breakfasts,,Smoking/Non-Smoking Sections,1431,The Riverboat B&B,,,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/the-riverboat-bb/,,
907,609,-95.7128910000,Natchez,,,,,,,,39120,100 Main Street,(601) 870-8330,,37.09024,,,MS,907,STAY>Bed &amp; Breakfasts,,Smoking/Non-Smoking Sections,1432,River Walk Inn,,,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/river-walk-inn/,,
908,611,-91.4032162000,Natchez,,,,,,,,39120,404 Main Street,(601) 571-7042,,31.5598815,,,MS,908,EAT>Local Flavor,,Smoking/Non-Smoking Sections,1433,Butter Cakery,"Founded by a passionate home baker, our mission is to spread happiness and cheer one slice at a time. Come enjoy the best slice you've ever had or choose a custom cake to share.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/butter-cakery/,,
909,612,-91.3885702000,Natchez,,,,,,,,39120,"55 Seargent Prentiss Drive, Suite 56",(601) 442-0009,,31.528295,,,MS,909,EAT>Local Flavor,,Smoking/Non-Smoking Sections,1434,County Pie,"County Pie offers delicious specialty pizzas, burgers and pastas and 16 craft beers on tap.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/county-pie/,,
910,613,-95.7128910000,Natchez,,,,,,,,39120,422 Main Street,,,37.09024,,,MS,910,EAT>Local Flavor,,Smoking/Non-Smoking Sections,1435,Frankie's on Main,,,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/frankies-on-main/,,
911,614,-91.3575489000,Natchez,,,,,,,,39120,414 US Highway 61 North,(601) 442-2955,,31.5609549,,,MS,911,EAT>Local Flavor,,Smoking/Non-Smoking Sections,1436,The Fish House,"Catfish, seafood, burgers, chicken, sandwiches and more!",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/the-fish-house/,,
912,615,-91.4041271000,Natchez,,,,,,,,39120,312 Main Street,(769) 355-2165,,31.5605211,,,MS,912,EAT>Local Flavor,,Smoking/Non-Smoking Sections,1437,The Kitchen Bistro & Piano Bar,"This hidden treasure is our cozy cheese & wine bar, tucked away in the middle of downtown, where you can enjoy a sophisticated selection of wines and small plates.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/the-kitchen-bistro-piano-bar/,,
913,616,-91.4034481000,Natchez,,,,,,,,39120,114 High Street,(601) 653-0774,,31.5640506,,,MS,913,EAT>Local Flavor,,Smoking/Non-Smoking Sections,1438,The Little Easy Cafe,"Serving boozy brunch, sunup to sundown. The cozy neighborhood spot dishes out sophisticated cuisine with hometown ease.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/the-little-easy-cafe/,,
914,617,-91.3991106000,Natchez,,,,,,,,39120,120 North Martin Luther King Jr. Street,(601) 431-6626,,31.5584803,,,MS,914,EAT>Local Flavor,,Smoking/Non-Smoking Sections,1439,Natchez Midtown Grill,"Searching for the classics? Look no further for the best burgers, fries, wings, poboys and more.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/natchez-midtown-grill/,,
915,618,-91.4022411000,Natchez,,,,,,,,39120,406 Franklin Street,(601) 355-2020,,31.5606308,,,MS,915,EAT>Local Flavor,,Smoking/Non-Smoking Sections,1440,Natchez Nutrition,"Offering healthy and delicious meal replacement shakes, loaded teas for energy and vitamins, hydration and kids drinks, plus pre and post workout drinks and shakes.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/natchez-nutrition/,,
916,619,-95.7128910000,Natchez,,,,,,,,39120,636 Franklin Street,,,37.09024,,,MS,916,EAT>Local Flavor,,Smoking/Non-Smoking Sections,1441,Natchez Olive Market,"A specialty food market ""Fit for Foodies"" sourcing ultra-premium olive oils, infused balsamic vinegars, artisanal cheeses and charcuterie.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/natchez-olive-market/,,
917,620,-95.7128910000,Natchez,,,,,,,,39120,355 Devereaux Drive,(601) 304-5760,,37.09024,,,MS,917,EAT>Local Flavor,,Smoking/Non-Smoking Sections,1442,Pedro's Tacos and Tequila Bar,Fun atmosphere with a Tex-Mex style menu.,,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/pedros-tacos-and-tequila-bar/,,
918,621,-90.9987130000,Natchez,,,,,,,,39120,84 Homochitto,(601) 897-6306,,31.5029468,,,MS,918,EAT>Local Flavor,,Smoking/Non-Smoking Sections,1443,The Pub at Dunleith Historic Inn,"Nestled in the basement of the Castle Restaurant, this English style pub is complete with a nice selection of cocktails, beers and wine, as well as delicious appetizers.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/the-pub-at-dunleith-historic-inn/,,
919,622,-91.3868007000,Natchez,,,,,,,,39120,1358 John A. Quitman Boulevard,(601) 442-5852,,31.5538088,,,MS,919,EAT>Local Flavor,,Smoking/Non-Smoking Sections,1444,Quitman Lounge at Monmouth Historic Inn,"A casual option at Monmouth, gather in the downstairs rooms for drinks and hors d'oeuvres where General John A. Quitman once had his study.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/quitman-lounge-at-monmouth-historic-inn/,,
920,623,-91.3885702000,Natchez,,,,,,,,39120,55 Seargent Prentiss Drive,(601) 653-0371,Suite 24,31.528295,,,MS,920,EAT>Local Flavor,,Smoking/Non-Smoking Sections,1445,Red Top Seafood,Dine on the freshest seafood around whether it be one of our delicious sandwiches or full dinners.,,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/red-top-seafood/,,
921,624,-97.3359587000,Natchez,,,,,,,,39120,309 North Broadway Street,(769) 355-2248,,37.6899224,,,MS,921,EAT>Local Flavor,,Smoking/Non-Smoking Sections,1446,Wardo's,"This family-owned eatery features New Orleans style poboys, hand-scooped ice cream and ice cold beer steps away from the bluff and one of the best view of the mighty Mississippi River.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/wardos/,,
922,625,-95.7128910000,Natchez,,,,,,,,39120,500 Main Street,(601) 654-6293,,37.09024,,,MS,922,TOUR>Attractions,,Smoking/Non-Smoking Sections,1447,Natchez Pedal Cruzer,"Natchez Pedal Cruzer is a party on wheels you can't resist. You can pedal or relax on the back bench, it is all up to you and your crew. Our bike consists of 10 seats with pedals, 2 seats without pedals and a comfortable rear bench for 2 and the captain seat for our pilot.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/natchez-pedal-cruzer/,,
923,626,-91.4022222000,Natchez,,,,,,,,39120,112 North Commerce Street,(662) 515-0490,,31.5600737,,,MS,923,OUTDOORS>Nature,,Smoking/Non-Smoking Sections,1448,OutsideIn MS,"Are you looking for a fun outdoor activity for your family? OutsideIN MS offers educational Nature Boxes, guided kayaking tours and a downtown architectural scavenger hunt!",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/outsidein-ms/,,
924,627,-75.3881484000,Natchez,,,,,,,,39120,"118 North Pearl Street, Suite 105",(601) 653-5498,,40.044905,,,MS,924,WEDDINGS>Spas &amp; Salons,,Smoking/Non-Smoking Sections,1449,Magnolia Madam,,,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/magnolia-madam/,,
